NodeIndex,PredictedRiskScore
720,0.8336801
721,0.8183278
722,0.80499506
723,0.79294634
724,0.781705
725,0.77153814
726,0.76247174
727,0.7540524
728,0.7461298
729,0.7388309
730,0.73278236
731,0.72851956
732,0.7265862
733,0.7268964
734,0.7284531
735,0.73009443
736,0.7313038
737,0.73154306
738,0.72989887
739,0.72494334
740,0.71756995
741,0.7094675
742,0.70207244
743,0.69443744
744,0.68538094
745,0.6748611
746,0.6640836
747,0.6545496
748,0.646902
749,0.6412765
750,0.636869
751,0.63286716
752,0.62845427
753,0.62339246
754,0.618745
755,0.6155991
756,0.6160398
757,0.6193562
758,0.6246802
759,0.6284067
760,0.62893766
761,0.6241371
762,0.61441475
763,0.60169584
764,0.5892548
765,0.58012384
766,0.57520723
767,0.57487595
768,0.5786781
769,0.58630025
770,0.5965856
771,0.60760856
772,0.61751324
773,0.62534726
774,0.6307946
775,0.63364
776,0.6329674
777,0.6283203
778,0.61916125
779,0.6056912
780,0.5884716
781,0.5695851
782,0.55138284
783,0.5359148
784,0.52268445
785,0.51166844
786,0.5034571
787,0.4996872
788,0.5009099
789,0.50568885
790,0.5123847
791,0.51915413
792,0.52597785
793,0.53271145
794,0.5391748
795,0.54465646
796,0.5493971
797,0.55399984
798,0.5585465
799,0.56246996
800,0.56525594
801,0.5672829
802,0.56941813
803,0.5723641
804,0.5763945
805,0.5802152
806,0.58296216
807,0.5837301
808,0.5836172
809,0.5837777
810,0.585395
811,0.58831424
812,0.5919444
813,0.5947765
814,0.5961939
815,0.5954699
816,0.5936119
817,0.5910503
818,0.58869666
819,0.58645177
820,0.5840215
821,0.58090276
822,0.57732916
823,0.5743664
824,0.5728431
825,0.5728203
826,0.57373726
827,0.5751787
828,0.577042
829,0.57928056
830,0.5822043
831,0.5851908
832,0.58860224
833,0.59167445
834,0.59501004
835,0.59779406
836,0.60053754
837,0.60332537
838,0.6068813
839,0.61171246
840,0.61848974
841,0.6278602
842,0.6396471
843,0.6534561
844,0.6688053
845,0.6856375
846,0.70351696
847,0.8565438
848,1.1487027
849,1.5261563
850,1.764746
851,1.8590407
852,1.8610547
853,1.8601273
854,1.8572905
855,1.8542993
856,1.8515003
857,1.8488754
858,1.8462024
859,1.842984
860,1.8388367
861,1.8342083
862,1.8299632
863,1.8260379
864,1.8218279
865,1.8169606
866,1.812094
867,1.807733
868,1.8038591
869,1.8004091
870,1.7974386
871,1.7950876
872,1.7934699
873,1.7924826
874,1.791965
875,1.7917554
876,1.7918844
877,1.7923195
878,1.7929296
879,1.793504
880,1.7940278
881,1.7946672
882,1.7955906
883,1.7967968
884,1.7982001
885,1.7995906
886,1.8006392
887,1.8011007
888,1.801104
889,1.8004293
890,1.798904
891,1.7962322
892,1.792712
893,1.78875
894,1.7849367
895,1.7815502
896,1.7784798
897,1.7752836
898,1.7719183
899,1.7686545
900,1.7659037
901,1.7639043
902,1.7625442
903,1.7617023
904,1.761335
905,1.7616332
906,1.762413
907,1.7631371
908,1.7632904
909,1.7627987
910,1.7620466
911,1.7611587
912,1.7602922
913,1.7594374
914,1.759075
915,1.7594072
916,1.7606161
917,1.7624466
918,1.7646563
919,1.767029
920,1.7695088
921,1.7719262
922,1.7740431
923,1.7757144
924,1.7772682
925,1.7789721
926,1.780909
927,1.7830294
928,1.7854371
929,1.7882843
930,1.791338
931,1.7945404
932,1.7975358
933,1.8000335
934,1.8009739
935,1.7996154
936,1.7951909
937,1.7878484
938,1.7780597
939,1.76686
940,1.7550774
941,1.743535
942,1.7328917
943,1.7235227
944,1.7152193
945,1.7074482
946,1.6999961
947,1.6930788
948,1.6873324
949,1.6832702
950,1.6812932
951,1.6811666
952,1.6823604
953,1.6844935
954,1.6875134
955,1.6915355
956,1.696839
957,1.7039886
958,1.7135239
959,1.7249072
960,1.7370963
961,1.7491448
962,1.7605287
963,1.7706537
964,1.7791152
965,1.7862186
966,1.7928424
967,1.7995297
968,1.8064227
969,1.8139273
970,1.8225896
971,1.8330197
972,1.8447642
973,1.8575585
974,1.871069
975,1.8847597
976,1.8973298
977,1.9071269
978,1.9139602
979,1.9185078
980,1.9220724
981,1.9249446
982,1.9270008
983,1.9277041
984,1.9271843
985,1.9258399
986,1.9242034
987,1.9223347
988,1.9200969
989,1.9175749
990,1.915062
991,1.9129121
992,1.9114289
993,1.9106627
994,1.9107523
995,1.911634
996,1.9134539
997,1.9163287
998,1.9202716
999,1.9251173
1000,1.9304078
1001,1.9359205
1002,1.9415526
1003,1.9473851
1004,1.9533577
1005,1.9594314
1006,1.9655111
1007,1.97152
1008,1.9773558
1009,1.9830985
1010,1.9886463
1011,1.993752
1012,1.9981408
1013,2.0019565
1014,2.0056446
1015,2.0092943
1016,2.0126886
1017,2.0152647
1018,2.016919
1019,2.0177271
1020,2.0180073
1021,2.0180664
1022,2.0181775
1023,2.0185754
1024,2.0194821
1025,2.0211253
1026,2.0236971
1027,2.0270934
1028,2.0310805
1029,2.0355775
1030,2.0404763
1031,2.0457568
1032,2.0511434
1033,2.0565062
1034,2.0616615
1035,2.066515
1036,2.0711803
1037,2.075873
1038,2.080786
1039,2.0856404
1040,2.0897706
1041,2.0925725
1042,2.0935023
1043,2.0925367
1044,2.0896077
1045,2.0850766
1046,2.079406
1047,2.073298
1048,2.0675395
1049,2.0626314
1050,2.0587904
1051,2.0558984
1052,2.0539773
1053,2.0531735
1054,2.0537848
1055,2.0558755
1056,2.0593252
1057,2.0635805
1058,2.0679243
1059,2.0717719
1060,2.0750825
1061,2.0780125
1062,2.080218
1063,2.0813482
1064,2.081214
1065,2.0804322
1066,2.079108
1067,2.0771558
1068,2.074362
1069,2.0708416
1070,2.0669963
1071,2.063305
1072,2.060257
1073,2.057953
1074,2.056122
1075,2.0545418
1076,2.0531468
1077,2.0518117
1078,2.050237
1079,2.048242
1080,2.0458279
1081,2.042621
1082,2.038324
1083,2.032809
1084,2.026784
1085,2.020505
1086,2.0139718
1087,2.0069544
1088,1.9996376
1089,1.9923825
1090,1.9854431
1091,1.9789941
1092,1.9730705
1093,1.9676524
1094,1.962602
1095,1.9576752
1096,1.952687
1097,1.9477687
1098,1.9434109
1099,1.940023
1100,1.9374888
1101,1.935561
1102,1.9340641
1103,1.9331465
1104,1.9327044
1105,1.9325912
1106,1.9326935
1107,1.9332519
1108,1.9346325
1109,1.936995
1110,1.9401696
1111,1.9436185
1112,1.9467921
1113,1.9492726
1114,1.9509592
1115,1.9514914
1116,1.9503376
1117,1.9467869
1118,1.9411288
1119,1.9337733
1120,1.92559
1121,1.9168671
1122,1.9081304
1123,1.8993979
1124,1.8904781
1125,1.8811567
1126,1.8715034
1127,1.8616173
1128,1.851588
1129,1.8413899
1130,1.8317361
1131,1.8231196
1132,1.8158097
1133,1.8092263
1134,1.8028309
1135,1.7963973
1136,1.7895699
1137,1.7820075
1138,1.7738228
1139,1.7659597
1140,1.7594174
1141,1.7541692
1142,1.7497655
1143,1.7453127
1144,1.7407397
1145,1.7362213
1146,1.7321866
1147,1.7284671
1148,1.7242754
1149,1.718756
1150,1.710973
1151,1.7005944
1152,1.6871531
1153,1.6708226
1154,1.6515753
1155,1.6301541
1156,1.6074798
1157,1.5839219
1158,1.5592742
1159,1.5328531
1160,1.5050807
1161,1.476997
1162,1.4495592
1163,1.4234346
1164,1.3991451
1165,1.3771605
1166,1.3572595
1167,1.3396978
1168,1.3250432
1169,1.3142503
1170,1.3071096
1171,1.3030925
1172,1.3001136
1173,1.2971126
1174,1.2955786
1175,1.3001027
1176,1.3132375
1177,1.3326459
1178,1.3544688
1179,1.3762723
1180,1.3981191
1181,1.4200709
1182,1.4421479
1183,1.4641225
1184,1.4857432
1185,1.5068073
1186,1.5275626
1187,1.5482532
1188,1.5691974
1189,1.5910649
1190,1.6145288
1191,1.6402824
1192,1.6681464
1193,1.6980069
1194,1.7294247
1195,1.7620245
1196,1.7953261
1197,1.8295352
1198,1.8649242
1199,1.9015408
1200,1.9377537
1201,1.9714875
1202,2.0010076
1203,2.0259664
1204,2.0469787
1205,2.0647974
1206,2.0805058
1207,2.0946784
1208,2.1075342
1209,2.117625
1210,2.1247964
1211,2.1296682
1212,2.1342719
1213,2.138484
1214,2.1413028
1215,2.1416368
1216,2.1400392
1217,2.1371408
1218,2.1329417
1219,2.1272306
1220,2.1199973
1221,2.1116428
1222,2.102018
1223,2.0911646
1224,2.0792332
1225,2.0665114
1226,2.053101
1227,2.0391657
1228,2.025051
1229,2.0110152
1230,1.9973743
1231,1.9843346
1232,1.9722278
1233,1.9611565
1234,1.951197
1235,1.9422567
1236,1.9340305
1237,1.9255862
1238,1.915848
1239,1.903687
1240,1.8892334
1241,1.8732951
1242,1.8576107
1243,1.8430071
1244,1.8301003
1245,1.8186935
1246,1.8092523
1247,1.8017879
1248,1.7964504
1249,1.7926822
1250,1.7897801
1251,1.7870907
1252,1.7841146
1253,1.7819337
1254,1.7818544
1255,1.7853115
1256,1.7915001
1257,1.79915
1258,1.8057262
1259,1.8091192
1260,1.807569
1261,1.8018786
1262,1.7940578
1263,1.7859123
1264,1.778422
1265,1.7718706
1266,1.7671015
1267,1.7642045
1268,1.7634536
1269,1.7641947
1270,1.7663786
1271,1.7702998
1272,1.7770096
1273,1.7866926
1274,1.7986658
1275,1.8119245
1276,1.8262038
1277,1.8416669
1278,1.8582337
1279,1.8754303
1280,1.8927901
1281,1.9101174
1282,1.9274178
1283,1.9446948
1284,1.9619999
1285,1.9794643
1286,1.99722
1287,2.0153043
1288,2.0335932
1289,2.0519617
1290,2.0703323
1291,2.0887074
1292,2.106097
1293,2.120115
1294,2.1284084
1295,2.1306095
1296,2.129875
1297,2.1296802
1298,2.1325066
1299,2.1379714
1300,2.1449513
1301,2.152325
1302,2.1597068
1303,2.1671002
1304,2.174507
1305,2.1817515
1306,2.1887603
1307,2.196284
1308,2.205424
1309,2.2170734
1310,2.2304726
1311,2.2446897
1312,2.2589018
1313,2.2731156
1314,2.2873394
1315,2.3019803
1316,2.3174975
1317,2.3339324
1318,2.350456
1319,2.3662033
1320,2.381232
1321,2.3962426
1322,2.4118757
1323,2.428171
1324,2.4450827
1325,2.462667
1326,2.4811177
1327,2.500337
1328,2.5202596
1329,2.5409138
1330,2.5625608
1331,2.5845034
1332,2.605231
1333,2.6234837
1334,2.6395943
1335,2.6549094
1336,2.668028
1337,2.6755486
1338,2.673909
1339,2.6643226
1340,2.6503356
1341,2.634296
1342,2.6156962
1343,2.5931475
1344,2.5672252
1345,2.539314
1346,2.5104384
1347,2.4807143
1348,2.4502027
1349,2.4195278
1350,2.3893616
1351,2.3602934
1352,2.3323255
1353,2.305375
1354,2.278785
1355,2.25241
1356,2.2261744
1357,2.2008674
1358,2.1769931
1359,2.155012
1360,2.1345768
1361,2.115311
1362,2.0970106
1363,2.0798714
1364,2.064249
1365,2.0499144
1366,2.036905
1367,2.0249667
1368,2.0134528
1369,2.0005882
1370,1.984737
1371,1.965771
1372,1.9448682
1373,1.923396
1374,1.9021482
1375,1.8814592
1376,1.8613214
1377,1.8418603
1378,1.8234308
1379,1.8065057
1380,1.7919736
1381,1.7804737
1382,1.7726915
1383,1.7675921
1384,1.7640386
1385,1.7614162
1386,1.7601765
1387,1.7608202
1388,1.7629154
1389,1.766087
1390,1.770247
1391,1.7757971
1392,1.782855
1393,1.7908978
1394,1.7990296
1395,1.8062768
1396,1.8117158
1397,1.8147777
1398,1.8154235
1399,1.814675
1400,1.813596
1401,1.8122137
1402,1.809486
1403,1.8044953
1404,1.7980832
1405,1.7911932
1406,1.7841998
1407,1.7765368
1408,1.7674515
1409,1.7562544
1410,1.7422243
1411,1.7263541
1412,1.7104185
1413,1.6960055
1414,1.6836634
1415,1.6731253
1416,1.6642513
1417,1.6566257
1418,1.6504514
1419,1.645925
1420,1.6431863
1421,1.6418569
1422,1.6415502
1423,1.6413157
1424,1.6398795
1425,1.6354777
1426,1.6276362
1427,1.616979
1428,1.6051635
1429,1.5924895
1430,1.5786796
1431,1.5630465
1432,1.5466863
1433,1.5308027
1434,1.5166793
1435,1.5038382
1436,1.4914112
1437,1.4781772
1438,1.46416
1439,1.4497491
1440,1.4354162
1441,1.4209839
1442,1.4061825
1443,1.3911442
1444,1.3763323
1445,1.3624995
1446,1.3499362
1447,1.3387567
1448,1.3287203
1449,1.3198099
1450,1.3116723
1451,1.3038082
1452,1.2967882
1453,1.2909267
1454,1.2868009
1455,1.283252
1456,1.2799894
1457,1.276742
1458,1.2736785
1459,1.2704115
1460,1.2665442
1461,1.2620927
1462,1.2576187
1463,1.2536793
1464,1.2502503
1465,1.2471006
1466,1.2439402
1467,1.2408596
1468,1.2379314
1469,1.2352087
1470,1.2325599
1471,1.2298063
1472,1.226747
1473,1.223561
1474,1.2201661
1475,1.2166076
1476,1.2127869
1477,1.2090871
1478,1.2060503
1479,1.2041526
1480,1.2033594
1481,1.202801
1482,1.2017374
1483,1.1999292
1484,1.1977723
1485,1.1953213
1486,1.1924757
1487,1.1893125
1488,1.1861312
1489,1.1837387
1490,1.1832441
1491,1.1856796
1492,1.1909673
1493,1.1982024
1494,1.2064462
1495,1.2154081
1496,1.2254262
1497,1.2367904
1498,1.2477584
1499,1.2556322
1500,1.2584357
1501,1.2584558
1502,1.258811
1503,1.262244
1504,1.2686825
1505,1.2777463
1506,1.2880576
1507,1.2982838
1508,1.3064976
1509,1.3111374
1510,1.3115685
1511,1.3090606
1512,1.3055587
1513,1.3032205
1514,1.3028163
1515,1.3049961
1516,1.3092047
1517,1.3145533
1518,1.320682
1519,1.3275557
1520,1.3356183
1521,1.3448031
1522,1.3551645
1523,1.3664223
1524,1.3779377
1525,1.3891014
1526,1.3990916
1527,1.4068692
1528,1.4114623
1529,1.4130554
1530,1.4124565
1531,1.4104722
1532,1.4073622
1533,1.4034426
1534,1.3988734
1535,1.3938541
1536,1.3884486
1537,1.3829722
1538,1.3776994
1539,1.3727517
1540,1.3680831
1541,1.3636383
1542,1.3594111
1543,1.3553716
1544,1.3516062
1545,1.3482003
1546,1.3452471
1547,1.3426883
1548,1.3405617
1549,1.3389965
1550,1.3383245
1551,1.3386613
1552,1.340091
1553,1.3420241
1554,1.343847
1555,1.3447567
1556,1.3446202
1557,1.3432761
1558,1.3404716
1559,1.3354142
1560,1.3273778
1561,1.3161504
1562,1.3025191
1563,1.2877624
1564,1.2732357
1565,1.2597315
1566,1.2475357
1567,1.2369313
1568,1.2280474
1569,1.2212758
1570,1.2163246
1571,1.2129788
1572,1.2107488
1573,1.2096409
1574,1.2096411
1575,1.2107806
1576,1.2125623
1577,1.2146426
1578,1.2167423
1579,1.219008
1580,1.2213454
1581,1.2235842
1582,1.2254266
1583,1.2265254
1584,1.226651
1585,1.2259705
1586,1.22489
1587,1.2239549
1588,1.2231388
1589,1.2226194
1590,1.2222544
1591,1.2224813
1592,1.2232927
1593,1.2247353
1594,1.2266062
1595,1.2289103
1596,1.2314986
1597,1.2339063
1598,1.2354676
1599,1.2361195
1600,1.2359533
1601,1.2354329
1602,1.2345723
1603,1.2332444
1604,1.2312821
1605,1.2283163
1606,1.2247541
1607,1.2207496
1608,1.2170748
1609,1.2137117
1610,1.211176
1611,1.2094786
1612,1.2089041
1613,1.2090836
1614,1.2096415
1615,1.2099025
1616,1.2092284
1617,1.2074473
1618,1.2046239
1619,1.2010785
1620,1.1963258
1621,1.1895522
1622,1.1799408
1623,1.1675203
1624,1.1537905
1625,1.1401749
1626,1.1277908
1627,1.116972
1628,1.1080709
1629,1.1012596
1630,1.0960833
1631,1.0922618
1632,1.0898845
1633,1.0887917
1634,1.0884186
1635,1.087575
1636,1.085474
1637,1.081623
1638,1.0763451
1639,1.070397
1640,1.0644617
1641,1.0588232
1642,1.0535518
1643,1.0486333
1644,1.0441169
1645,1.0398872
1646,1.0360175
1647,1.032513
1648,1.0294603
1649,1.0268246
1650,1.0243458
1651,1.021891
1652,1.0194738
1653,1.0169886
1654,1.0142934
1655,1.0111781
1656,1.0084606
1657,1.0067961
1658,1.0065507
1659,1.0075563
1660,1.0094228
1661,1.01206
1662,1.014785
1663,1.0174559
1664,1.0201225
1665,1.0234591
1666,1.0278587
1667,1.0333403
1668,1.039396
1669,1.0452121
1670,1.0496212
1671,1.0518537
1672,1.0519958
1673,1.0507041
1674,1.0490806
1675,1.0480055
1676,1.0479057
1677,1.0483948
1678,1.0486007
1679,1.0481224
1680,1.0470966
1681,1.0456953
1682,1.0441715
